source,patent_id,publication_number,title,abstract,assignee,inventors,publication_date,filing_date,country,source_url,keywords,candidate_application_areas,ipc_codes,cpc_codes,claims_excerpt,patent_family,citation_count
EPO,EP1802795A1,EP1802795A1,Elongated electro-optic device,"An electro-optic device having a first end and an opposite second end comprising an electro-optically active part; a first electrode having a first end and an opposite second end; a second electrode having a first end and an opposite second end; the electro-optically active part being positioned at least partially between the first and second electrodes; the electro-optic device further comprising control means for controlling the optical state of a predetermined region of the electro-optically active part, such that the position of the predetermined region within the electro-optic device is controllable.",KONINKL PHILIPS ELECTRONICS NV,VERSCHUEREN ALWIN,2007-07-04,2005-09-15,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1802795A1&KC=A1,electrode; textile electronics,wearable health monitoring; smart textiles,H05B44/00; D02G3/44,H05B33/00; G02B6/00; D02G3/441,,,
EPO,EP2619364A1,EP2619364A1,Knitted textile substrate with different stitch patterns and electronic textile,"A knitted substrate (4; 16) for electrical connection of electronic components (3; 17a-f) thereto. The knitted substrate comprises a first set of substrate portions (5a-e; 9a-f) knitted with a first stitch pattern resulting in a first tensile stiffness; and a second set of substrate portions (6a-f; 18a-f) knitted with a second stitch pattern resulting in a second tensile stiffness that is greater than the first tensile stiffness. A substrate portion of the first set of substrate portions (5a-e; 19a-f) is provided between substrate portions (6a-f; 18a-f) of the second set of substrate portions, and each substrate portion of the second set of substrate portions (6a-f; 18a-f) comprises conductive yarns (11a-b) arranged to allow electrical connection of at least one of the electronic components (3; 17a-f) thereto.",KONINKL PHILIPS ELECTRONICS NV,VAN ABEELEN FRANK ANTON; VAN PIETERSON LIESBETH; ZHOU GUOFU; HOEVENAARS ALBERICUS ANTONIUS MARIA,2013-07-31,2011-09-15,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2619364A1&KC=A1,conductive yarn,wearable health monitoring; smart textiles,D04B1/14; F21V33/00,D10B2403/02431; H05K1/0283; D04B1/12; D10B2401/16; D10B2401/20,,,
EPO,EP2481268A1,EP2481268A1,Electronic textile with local energy supply devices,"An electronic textile (1) comprising: a textile substrate (3) comprising at least one textile substrate conductor (8a-b); and a plurality of electronic energy consuming devices (4) arranged on the textile substrate (3), each of the electronic energy consuming devices (4) being electrically connected to the at least one textile substrate conductor (8a-b) for supply of electrical power to the electronic energy consuming devices (4) from a main power supply (7). The electronic textile (1) further comprises a plurality of local energy supply devices (5a-d; 12a-d; 13a-d) arranged on the textile substrate (3), each of the local energy supply devices (5a-d; 12a-d; 13a-d) being arranged to supply electrical power to at least one of the electronic energy consuming devices (4) being associated with the local energy supply device (5a-d; 12a-d; 13a-d), in addition to electrical power supplied by the main power supply (7).",KONINKL PHILIPS ELECTRONICS NV,BHATTACHARYA RABIN; VAN OS KOEN; LAMERICHS GUIDO,2012-08-01,2010-09-17,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=2481268A1&KC=A1,electronic textile; textile electronics,wearable health monitoring; smart textiles,D03D15/00; H05K1/00,H05K2201/10121; H05K2201/10522; H05K2201/029; H05K1/038; H05K2201/10015; D03D3/005; H05K1/18; F21V33/0008; D10B2401/16; H05K2201/10106; H05K2201/0281; D03D15/00,,,
EPO,EP1725306A1,EP1725306A1,A personal air filter and ionizing system,"There is provided a personal air filter and/or ionizer (1) and/or ionizer operatively integrated into a wearable garment (60). The air filter and/or ionizer (1) preferably has one or more conductive layers (10) that are preferably operatively connected to one or more breathable layers (20) of breathable material or fabric, and one or more filters (30). In addition, air filter and/or ionizer (1) can operatively cooperate with one or more motion sensors (40) and/or environmental sensors (50). The air filter and/or ionizer (1) can be operatively connected to and/or integrated in a wearable garment (60), such as polo-neck shirt.",KONINKL PHILIPS ELECTRONICS NV,MARMAROPOULOS GEORGE,2006-11-29,2005-02-24,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1725306A1&KC=A1,conductive; textile electronics,motion sensing,A41D13/002; A62B23/02; A41D13/11; A41D1/04; B03C3/38; B03C3/32; B03C3/155,B03C3/41; B03C2201/24; A41D13/11; A62B23/02; A41D13/05; A62B23/00; B03C3/383; A62B23/025; A41D13/0025; B03C3/32; A41D1/04; B03C3/155,,,
EPO,EP1634312A1,EP1634312A1,Magnetic toggle switch,"A wearable garment, usable by athletes, workers, and the elderly or infirm, incorporates an easily operated manual sliding switch, so that a user wearing the garment can operate different electronic devices by merely activating the switch through a slidable action by the user. The sliding switch comprises a housing having a sliding chamber, a conductive element disposed, and at least one magnetic element that slides up and down along the surface of the housing so as to enable an electrical connection by moving the magnetic element from one end to the other.",KONINKL PHILIPS ELECTRONICS NV,MARMAROPOULOS GEORGE; MAMA KYRIAKOS JACK; VU GIANG TRUONG,2006-03-15,2004-05-24,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1634312A1&KC=A1,conductive; textile electronics,wearable health monitoring; smart textiles,A41D1/00; H01H36/00,H01H36/00; H01H2001/545; H01H2221/014; H01H15/16; A41D1/002; H01H15/04; H01H15/06,,,
EPO,EP1748535A2,EP1748535A2,Motor unit in weft feeders for textile machines,"A brushless motor (14, 56) provided with a hollow cylindrical stator (16, 64) has three pole shoes having respective excitation coils wound thereon (18, 66). A driving shaft (20, 58) is inserted in the stator (16, 64) and supports a magnetic element arranged near the coils and having a circular profile with alternating poles. A printed circuit board (32, 78), to which the connection ends of the coils (18) are soldered, is supported near an axial end of the stator (16, 64) and is provided with a hole (36, 80) surrounding the driving shaft.",LGL ELECTRONICS SPA,GOTTI ANDREA; GOTTI LUCA; CASTELLI ROSARIO,2007-01-31,2006-06-02,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=1748535A2&KC=A2,circuit; textile electronics,wearable health monitoring; smart textiles,H02K3/52; D04B15/48; H02K11/00,H02K2211/03; D03D47/361; H02K11/33,,,
EPO,EP4420549A2,EP4420549A2,Apparel item with integrated lighting system,"The present invention relates to a panel of material having an integrated lighting system, the panel of material comprising: a first layer of material having a first surface and a second opposing surface; a second layer of material having a third surface and a fourth opposing surface, wherein the first surface of the first layer of material is positioned adjacent to the third surface of the second layer of material; a light array affixed to the first surface of the first layer of material, the light array comprising a first end and a second end; and a set of conductive traces having a first end, a second end, and an intervening portion extending between the first end and the second end, wherein the first end and a majority of the intervening portion are affixed to the third surface of the second layer of material, and the second end of the set of conductive traces is affixed to the first surface of the first layer of material.",NIKE INNOVATE CV,CARBO JORGE E JR; FISHER KIMBERLY R; Fockele Alice; KOSHKAROFF IUSTINIA; MORGAN AMIR H; PEZZIMENTI LUKE A,2024-08-28,2017-06-30,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4420549A2&KC=A2,conductive; textile electronics,wearable health monitoring; smart textiles,A41D1/08,A41D1/005; A41D1/08; F21Y2115/15; F21Y2115/10; A41D27/00; A41D13/01; F21V33/0008,,,
EPO,EP4271251A1,EP4271251A1,Interface for electroadhesive system and textile,"An electroadhesive clutch can be coupled to a textile. The clutch can include a first electrode assembly comprising a first conductive member, and a second electrode assembly comprising a second conductive member overlaying in part the first conductive member. In an example, the clutch includes or uses an elastic encasing within which the first and second electrode assemblies are positioned. The elastic encasing can form a first bond with the first conductive member at a first location of the elastic encasing and a second bond with the second conductive member proximate a second location of the elastic encasing different than the first location.",NIKE INNOVATE CV,WALKER STEVEN H; KOSHKAROFF IUSTINIA; STUART DANIEL; LEE EUN KYUNG; ANDON CHRISTOPHER; YASHKOVA NINA,2023-11-08,2021-11-29,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4271251A1&KC=A1,electrode; textile electronics,wearable health monitoring; smart textiles,A61B5/00; A61B5/11; A61B5/0205; A41D1/00; A41D13/00,A41D1/002; A41F15/002; A41C3/0057; A41C3/0028; H02N13/00; A61B5/6804; G01C19/00; G01P15/00; A41D2400/38; A41D2600/10,,,
EPO,EP3975782A1,EP3975782A1,Adaptive support apparel systems and methods,"Systems and apparatus related to adaptive support garments including adaptive support structures, lacing systems, and an adaptive engine are discussed. In an example, an adaptive support apparel system includes an activity sensor, an adaptive support garment, and a control circuit. The activity sensor monitors activity of a user. The adaptive support garment includes an integrated adaptive support system coupled to the adaptive engine to automatically adjust a portion of the adaptive support garment through manipulation of the adaptive support system. The control circuit configured to send commands to the adaptive engine in response to input received from the activity sensor.",NIKE INNOVATE CV,BISHOP JENNIFER; BRANDT BARON C; HORNE TODD; JUDELSON DANIEL; NGUYEN NINA; SCHNEIDER SUMMER L; PHEIL HOLLI; GRENING SHAWN; MORRISON CATHERINE,2022-04-06,2020-05-29,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=3975782A1&KC=A1,circuit; textile electronics,wearable health monitoring; smart textiles,G01B5/30; A43C11/00; A41C3/00; G01W1/02; G01C15/14; G01C11/00; G06F1/16; A41F1/00; A43B3/00,A61H1/00; A43C11/165; A43B3/34; A41D1/08; A43B3/44; A41C3/0057; A41C3/0028; G16H50/30; A41D1/002; A61B5/024; A41D31/18; A61B5/1118; A61B5/1038; A61B5/6804; A43C11/00; H04Q2209/40; G06F1/163; G01B5/30; G01C15/14; G01K13/20; A41C3/00; A41F1/006; A61B2562/0271; G16H20/30; G16H40/63; B65H75/28; A61B2562/0219; G16H40/40; B65H75/4484; A61B2562/0261; B65H75/4486,,,
EPO,EP4242553A3,EP4242553A3,Attachment structure for attaching at least one device to an apparel item,"Aspects herein are directed to an apparel thermo-regulatory system that actively heats or cools a wearer. The apparel thermo-regulatory system comprises an apparel item, a dimensionally stable frame comprising at least one aperture that is affixed to an outer-facing surface of the apparel item at a predetermined location, an absorbent material applied to an exposed face of the dimensionally stable frame, and at least one thermoelectric module that is releasably positioned within the aperture of the dimensionally stable frame.",NIKE INNOVATE CV,Lee HoonJoo; NORDSTROM MATTHEW D,2023-10-18,2017-10-20,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4242553A3&KC=A3,thermoelectric; textile electronics,textile energy harvesting,A41D13/005; A41D13/002; A41D27/28; A41D1/00; A45F5/02; A61B5/00; G08B21/04,A41D13/005; A41D13/0025; A41D27/28; A41D1/002; A41D1/005; A45F5/02; A61B5/6804; G08B21/0453; F25B21/04; H10N10/13; F25D31/005; A61F2007/0075; H10N19/00; F25B21/02,,,
EPO,EP4272305A1,EP4272305A1,Electroadhesives system isolation in apparel,"An electrode device for an electroadhesive clutch can include a planar conductive member and a housing that encloses at least a portion of the conductive member. In an example, the housing can include a flexible polymeric substrate provided adjacent to at least a first surface of the conductive member, and a dielectric member comprising a first portion provided adjacent to an opposite second surface of the conductive member, and a second portion provided adjacent to a first side edge of the conductive member and coupled to the flexible polymeric substrate.",NIKE INNOVATE CV,WALKER STEVEN H; STUART DANIEL; LEE EUN KYUNG; ANDON CHRISTOPHER,2023-11-08,2021-11-29,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4272305A1&KC=A1,electrode; textile electronics,wearable health monitoring; smart textiles,H02N13/00; A41D1/00; A43B3/44; A42B3/04,H02N13/00; A41C3/0028; A42B1/22; A41D27/285; A41D1/005; A41D2400/38,,,
EPO,EP4242795A3,EP4242795A3,Athletic band with removable module,"There is described a system comprising: a wearable article having a top layer and a bottom layer of material forming at least a portion of the wearable article; a housing assembly comprising a receptacle defining a chamber and having an access opening on a top side of the receptacle providing access to the chamber such that receptacle is configured to removably receive an electronic module within the chamber by insertion of the electronic module through the access opening; a first contact member comprising a first electrical contact; a second contact member comprising a second electrical contact, the first and second electrical contacts forming an interface exposed to the chamber and configured for connection with a connector of the electronic module when the electronic module is received in the receptacle; a first conductive lead connected to the first contact member to place the first conductive lead in electronic communication with the interface; and a second conductive lead connected to the second electrical member to place the second conductive lead in electronic communication with the interface. The housing assembly is bonded to the wearable article between the top layer and the bottom layer, such that the top layer and the bottom layer are bonded to the receptacle by a bonding material.",NIKE INNOVATE CV,DONOHOE BRENDAN; Folske Keith; KASH BRIAN L; STEWARD KEVIN,2023-11-29,2018-04-12,EP,https://worldwide.espacenet.com/publicationDetails/biblio?CC=EP&NR=4242795A3&KC=A3,conductive; textile electronics,wearable communications; sports performance monitoring,A63B71/06; G06F1/16,A61B5/01; A61B5/4806; A41D1/002; A63B71/0619; A41D13/00; A41D27/00; A63B71/06; A61B5/02055; A61B5/1125; A61B5/681; A61B5/6807; A61B2562/0219; A61B2503/10; A63B2225/685; G06F1/163; A61B5/6805; A61B5/6806; G06F3/011; A61B2562/0204; A61B2562/0247; A61B5/11,,,
